,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액
196,USER_0196,2015-11-24,2019-10-11,2019-10-11,1,1,1.1,0.99,6.0,6.99,6.99,-0.11,0.02,0.99
197,USER_0197,2016-10-25,2019-02-12,2019-12-28,68,266,9471.91,8942.12,455.95,9398.07,138.21,-7.79,0.06,33.62
198,USER_0198,2016-02-02,2019-04-07,2019-04-07,4,148,1758.6100000000001,1686.2800000000002,26.0,1712.2800000000002,428.07,-18.08,0.04,11.39
199,USER_0199,2017-08-08,2019-03-27,2019-11-10,24,409,4623.88,4062.76,176.85,4239.61,176.65,-23.38,0.13,9.93
200,USER_0200,2019-07-02,2019-02-09,2019-08-31,117,1137,21945.02,21006.42,1008.02,22014.44,188.16,-8.02,0.04,18.48
201,USER_0201,2016-02-02,2019-07-24,2019-07-24,6,9,1132.0700000000002,1076.41,36.0,1112.41,185.4,-9.28,0.05,119.6
202,USER_0202,2017-11-28,2019-02-10,2019-12-11,176,927,29891.53,27409.46,1413.53,28822.99,163.77,-14.1,0.09,29.57
203,USER_0203,2019-08-06,2019-01-16,2019-09-30,9,34,1491.1799999999998,1378.01,75.84,1453.85,161.54,-12.57,0.08,40.53
204,USER_0204,2019-10-22,2019-06-07,2019-06-07,4,8,313.01,283.55,37.989999999999995,321.54,80.39,-7.36,0.09,35.44
205,USER_0205,2016-11-22,2019-01-12,2019-12-12,65,612,13082.17,11938.67,506.63,12445.3,191.47,-17.59,0.09,19.51
206,USER_0206,2018-12-25,2019-03-04,2019-07-31,4,26,409.87,382.73,53.8,436.53,109.13,-6.78,0.06,14.72
207,USER_0207,2017-01-31,2019-06-01,2019-07-26,18,280,3273.09,3014.17,139.39,3153.56,175.2,-14.38,0.08,10.76
208,USER_0208,2019-07-02,2019-11-01,2019-11-03,14,25,2556.91,2288.41,93.69,2382.1,170.15,-19.18,0.11,91.54
209,USER_0209,2018-12-25,2019-04-17,2019-12-24,54,169,9356.19,8725.7,366.74,9092.44,168.38,-11.68,0.07,51.63
210,USER_0210,2018-03-13,2019-07-06,2019-07-06,1,1,130.9,117.81,6.0,123.81,123.81,-13.09,0.11,117.81
211,USER_0211,2018-03-13,2019-08-14,2019-09-04,10,149,2872.38,2797.34,121.71,2919.05,291.91,-7.5,0.03,18.77
212,USER_0212,2016-02-02,2019-01-18,2019-01-18,3,253,522.17,522.17,31.47,553.64,184.55,0.0,0.0,2.06
213,USER_0213,2017-01-03,2019-12-10,2019-12-10,8,52,1062.57,949.6,51.5,1001.1,125.14,-14.12,0.11,18.26
214,USER_0214,2016-03-15,2019-04-04,2019-12-24,29,2494,22993.65,22030.739999999998,237.45,22268.19,767.87,-33.2,0.04,8.83
215,USER_0215,2017-10-24,2019-04-07,2019-08-01,2,9,276.18,276.18,12.5,288.68,144.34,0.0,0.0,30.69
216,USER_0216,2017-05-23,2019-01-23,2019-10-17,12,89,2207.26,2152.03,104.27,2256.3,188.02,-4.6,0.02,24.18
217,USER_0217,2019-08-06,2019-06-09,2019-06-10,30,76,4798.9,4483.87,201.47,4685.34,156.18,-10.5,0.07,59.0
218,USER_0218,2016-11-29,2019-03-29,2019-08-17,18,73,2475.8,2290.51,159.39,2449.9,136.11,-10.29,0.08,31.38
219,USER_0219,2016-01-05,2019-04-19,2019-04-19,3,3,248.88,235.79,18.0,253.79,84.6,-4.36,0.05,78.6
220,USER_0220,2016-11-29,2019-12-22,2019-12-22,33,78,8067.27,7226.849999999999,275.13,7501.98,227.33,-25.47,0.11,92.65
221,USER_0221,2018-01-30,2019-01-25,2019-01-26,7,21,1617.0,1602.3000000000002,45.5,1647.8000000000002,235.4,-2.1,0.01,76.3
222,USER_0222,2016-12-27,2019-04-07,2019-04-07,4,36,484.14,463.58,117.03,580.6099999999999,145.15,-5.14,0.04,12.88
223,USER_0223,2017-11-28,2019-11-20,2019-12-10,16,112,3495.34,3311.61,131.89,3443.5,215.22,-11.48,0.05,29.57
224,USER_0224,2016-10-25,2019-08-17,2019-08-17,1,3,37.75,36.089999999999996,6.0,42.089999999999996,42.09,-1.66,0.04,12.03
225,USER_0225,2019-08-06,2019-01-30,2019-01-30,1,1,19.47,17.52,6.5,24.02,24.02,-1.95,0.08,17.52
226,USER_0226,2018-08-07,2019-04-29,2019-11-25,78,186,19323.83,18006.38,564.12,18570.5,238.08,-16.89,0.07,96.81
227,USER_0227,2019-03-12,2019-03-09,2019-09-08,38,164,6254.27,5463.84,430.65999999999997,5894.5,155.12,-20.8,0.13,33.32
228,USER_0228,2015-11-24,2019-10-18,2019-10-18,16,67,3712.88,3508.63,172.63,3681.26,230.08,-12.77,0.06,52.37
229,USER_0229,2019-08-06,2019-11-24,2019-11-24,2,9,503.71999999999997,492.68,13.0,505.68,252.84,-5.52,0.02,54.74
230,USER_0230,2018-10-23,2019-08-07,2019-08-22,25,111,3745.35,3609.33,163.99,3773.32,150.93,-5.44,0.04,32.52
231,USER_0231,2017-04-18,2019-07-14,2019-07-14,5,17,898.08,846.86,30.0,876.86,175.37,-10.24,0.06,49.82
232,USER_0232,2018-01-02,2019-10-26,2019-10-26,36,753,5432.5199999999995,5292.49,277.32,5569.81,154.72,-3.89,0.03,7.03
233,USER_0233,2019-03-12,2019-03-23,2019-03-23,15,151,4128.3,3832.38,110.33,3942.71,262.85,-19.73,0.08,25.38
234,USER_0234,2017-11-28,2019-03-02,2019-11-13,124,794,24151.23,21782.82,1197.11,22979.93,185.32,-19.1,0.1,27.43
235,USER_0235,2019-01-29,2019-05-25,2019-05-25,14,37,1992.92,1853.0,97.99,1950.99,139.36,-9.99,0.07,50.08
236,USER_0236,2016-05-24,2019-08-07,2019-08-07,11,48,2080.04,1936.8600000000001,107.88,2044.74,185.89,-13.02,0.07,40.35
237,USER_0237,2015-10-27,2019-08-01,2019-08-01,10,117,1228.26,1189.66,80.85,1270.51,127.05,-3.86,0.03,10.17
238,USER_0238,2015-10-27,2019-05-12,2019-10-24,39,132,5965.1,5564.469999999999,313.84000000000003,5878.3099999999995,150.73,-10.27,0.07,42.16
239,USER_0239,2015-11-24,2019-03-29,2019-12-13,14,32,2114.94,2007.39,86.5,2093.89,149.56,-7.68,0.05,62.73
240,USER_0240,2019-08-06,2019-12-20,2019-12-20,13,97,2423.6899999999996,2134.79,143.81,2278.6,175.28,-22.22,0.13,22.01
241,USER_0241,2018-05-22,2019-05-12,2019-09-12,10,26,404.61,384.39,73.99,458.38,45.84,-2.02,0.04,14.78
242,USER_0242,2017-01-31,2019-05-21,2019-05-21,1,2,51.61,44.06,12.99,57.050000000000004,57.05,-7.55,0.13,22.03
243,USER_0243,2016-11-22,2019-06-07,2019-06-07,19,136,2600.02,2365.36,153.84,2519.2,132.59,-12.35,0.09,17.39
244,USER_0244,2015-10-27,2019-05-12,2019-07-26,5,52,524.79,519.39,43.89,563.28,112.66,-1.08,0.01,9.99
245,USER_0245,2017-05-23,2019-04-21,2019-12-20,42,396,10702.87,10208.86,502.82000000000005,10711.68,255.04,-11.76,0.05,25.78
246,USER_0246,2017-05-23,2019-08-05,2019-08-06,8,21,1440.54,1337.88,48.0,1385.88,173.24,-12.83,0.07,63.71
247,USER_0247,2018-04-17,2019-05-31,2019-05-31,4,35,529.95,512.57,37.989999999999995,550.5600000000001,137.64,-4.34,0.03,14.64
248,USER_0248,2018-01-02,2019-04-14,2019-04-14,15,49,1584.04,1564.56,93.0,1657.56,110.5,-1.3,0.01,31.93
249,USER_0249,2017-11-28,2019-08-28,2019-09-13,18,65,2287.16,2092.03,179.32,2271.35,126.19,-10.84,0.09,32.19
250,USER_0250,2016-10-25,2019-07-19,2019-07-19,5,122,495.31,491.44,44.4,535.84,107.17,-0.77,0.01,4.03
251,USER_0251,2018-09-11,2019-01-05,2019-01-05,4,12,1411.2,1384.19,26.0,1410.19,352.55,-6.75,0.02,115.35
252,USER_0252,2018-08-07,2019-09-18,2019-09-18,18,175,2800.64,2692.75,121.12,2813.87,156.33,-5.99,0.04,15.39
253,USER_0253,2019-01-01,2019-06-12,2019-06-12,1,3,54.48,54.48,12.99,67.47,67.47,0.0,0.0,18.16
254,USER_0254,2015-12-29,2019-03-27,2019-08-23,26,1141,17634.02,17193.11,250.64,17443.750000000004,670.91,-16.96,0.03,15.07
255,USER_0255,2016-07-05,2019-02-14,2019-05-18,17,224,3232.81,3097.31,159.44,3256.75,191.57,-7.97,0.04,13.83
256,USER_0256,2019-04-16,2019-04-07,2019-04-07,1,1,86.9,78.21,6.5,84.71,84.71,-8.69,0.1,78.21
257,USER_0257,2016-04-19,2019-08-01,2019-11-15,39,220,9080.32,8455.31,314.19,8769.5,224.86,-16.03,0.07,38.43
258,USER_0258,2018-10-23,2019-08-25,2019-09-30,6,18,838.94,806.64,36.0,842.64,140.44,-5.38,0.04,44.81
259,USER_0259,2017-01-31,2019-01-30,2019-06-05,5,71,828.01,825.04,41.58,866.62,173.32,-0.59,0.0,11.62
260,USER_0260,2019-01-01,2019-07-15,2019-07-15,3,29,732.9200000000001,683.39,18.0,701.39,233.8,-16.51,0.07,23.57
261,USER_0261,2016-10-25,2019-01-20,2019-01-20,3,7,516.81,505.63,19.5,525.13,175.04,-3.73,0.02,72.23
262,USER_0262,2018-10-23,2019-12-23,2019-12-23,22,51,4726.5199999999995,4371.29,148.49,4519.78,205.44,-16.15,0.08,85.71
263,USER_0263,2018-09-11,2019-09-23,2019-10-23,12,138,2375.69,2249.85,74.7,2324.55,193.71,-10.49,0.05,16.3
264,USER_0264,2016-05-24,2019-07-16,2019-07-16,3,21,461.68000000000006,452.11,18.0,470.10999999999996,156.7,-3.19,0.02,21.53
265,USER_0265,2018-07-03,2019-06-13,2019-06-13,8,47,1317.5800000000002,1262.52,62.34,1324.86,165.61,-6.88,0.04,26.86
266,USER_0266,2017-09-12,2019-03-20,2019-07-17,42,277,7038.65,6839.39,287.86,7127.25,169.7,-4.74,0.03,24.69
267,USER_0267,2018-01-02,2019-05-21,2019-11-27,7,103,2211.94,2034.8400000000001,217.16,2252.0,321.71,-25.3,0.08,19.76
268,USER_0268,2018-10-23,2019-04-19,2019-04-19,8,28,838.93,776.62,61.989999999999995,838.6099999999999,104.83,-7.79,0.07,27.74
269,USER_0269,2018-05-22,2019-11-13,2019-11-13,10,41,2552.94,2428.42,62.7,2491.12,249.11,-12.45,0.05,59.23
270,USER_0270,2019-10-22,2019-03-27,2019-07-08,5,10,640.45,632.8100000000001,31.5,664.3100000000001,132.86,-1.53,0.01,63.28
271,USER_0271,2015-11-24,2019-11-17,2019-11-17,7,50,1423.82,1319.89,42.0,1361.89,194.56,-14.85,0.08,26.4
272,USER_0272,2016-04-19,2019-07-28,2019-07-28,1,35,153.62,153.62,12.99,166.61,166.61,0.0,0.0,4.39
273,USER_0273,2018-01-02,2019-04-12,2019-07-08,11,25,1777.52,1739.79,79.99,1819.78,165.43,-3.43,0.02,69.59
274,USER_0274,2016-07-05,2019-01-31,2019-04-08,23,129,3423.0,3063.82,206.49,3270.31,142.19,-15.62,0.11,23.75
275,USER_0275,2017-10-24,2019-08-30,2019-08-30,15,199,3555.3,3310.96,161.91,3472.87,231.52,-16.29,0.07,16.64
276,USER_0276,2019-05-21,2019-12-16,2019-12-16,10,20,1333.3400000000001,1117.1100000000001,70.49,1187.6,118.76,-21.62,0.18,55.86
277,USER_0277,2017-11-28,2019-10-15,2019-11-27,10,26,2557.78,2485.75,61.0,2546.75,254.68,-7.2,0.03,95.61
278,USER_0278,2016-08-09,2019-07-18,2019-07-18,4,10,579.54,576.97,24.0,600.97,150.24,-0.64,0.0,57.7
279,USER_0279,2016-05-24,2019-01-30,2019-01-30,9,57,1503.11,1465.62,102.0,1567.62,174.18,-4.17,0.02,25.71
280,USER_0280,2019-04-16,2019-10-27,2019-10-27,3,8,306.56,293.91,18.0,311.91,103.97,-4.22,0.04,36.74
281,USER_0281,2017-05-23,2019-01-03,2019-11-29,42,1040,8316.390000000001,7963.37,622.54,8585.91,204.43,-8.41,0.04,7.66
282,USER_0282,2017-12-26,2019-01-18,2019-06-08,24,96,4091.8700000000003,3996.8500000000004,208.47,4205.32,175.22,-3.96,0.02,41.63
283,USER_0283,2016-10-25,2019-06-07,2019-08-02,12,101,921.48,842.04,114.86,956.9,79.74,-6.62,0.08,8.34
284,USER_0284,2016-07-05,2019-01-03,2019-05-21,22,240,2558.69,2496.83,317.77,2814.6,127.94,-2.81,0.02,10.4
285,USER_0285,2019-01-01,2019-08-11,2019-08-11,13,53,1764.41,1613.97,101.67999999999999,1715.65,131.97,-11.57,0.09,30.45
286,USER_0286,2016-10-25,2019-04-05,2019-09-04,19,93,3327.96,3253.23,188.35,3441.58,181.14,-3.93,0.02,34.98
287,USER_0287,2017-01-31,2019-06-06,2019-09-18,29,198,3859.95,3565.18,255.98,3821.16,131.76,-10.16,0.08,18.01
288,USER_0288,2017-01-31,2019-01-12,2019-12-12,38,1153,10011.56,8548.47,292.93,8841.4,232.67,-38.5,0.17,7.41
289,USER_0289,2019-07-02,2019-08-16,2019-08-28,3,83,612.75,604.54,18.0,622.54,207.51,-2.74,0.01,7.28
290,USER_0290,2019-05-21,2019-03-16,2019-03-16,1,1,3.3,3.3,12.48,15.780000000000001,15.78,0.0,0.0,3.3
291,USER_0291,2019-05-21,2019-07-12,2019-07-12,3,14,302.89,275.73,32.0,307.73,102.58,-9.05,0.09,19.7
292,USER_0292,2017-12-26,2019-03-21,2019-12-20,76,719,12554.27,11272.41,741.5,12013.91,158.08,-16.87,0.11,15.68
293,USER_0293,2018-08-07,2019-01-25,2019-12-12,22,144,4380.25,4086.62,185.70999999999998,4272.33,194.2,-13.35,0.07,28.38
294,USER_0294,2017-01-31,2019-12-06,2019-12-06,10,24,1232.77,1080.72,64.5,1145.22,114.52,-15.2,0.13,45.03
295,USER_0295,2017-11-28,2019-03-17,2019-06-05,12,40,2116.9,1789.6200000000001,91.67,1881.29,156.77,-27.27,0.17,44.74
296,USER_0296,2018-01-30,2019-06-03,2019-06-21,11,142,1610.94,1419.13,86.98,1506.1100000000001,136.92,-17.44,0.13,9.99
297,USER_0297,2017-12-26,2019-03-06,2019-03-06,8,24,1011.0500000000001,963.09,81.46000000000001,1044.55,130.57,-6.0,0.05,40.13
298,USER_0298,2017-03-14,2019-09-26,2019-09-26,1,13,130.60999999999999,99.67,6.0,105.67,105.67,-30.94,0.29,7.67
299,USER_0299,2017-05-23,2019-02-16,2019-12-02,21,106,3694.73,3575.8900000000003,305.44,3881.33,184.83,-5.66,0.03,33.73
300,USER_0300,2018-04-17,2019-02-01,2019-09-22,20,69,4073.43,3631.41,133.97,3765.38,188.27,-22.1,0.12,52.63
301,USER_0301,2018-11-27,2019-04-06,2019-04-06,12,36,1742.71,1685.04,78.0,1763.04,146.92,-4.81,0.03,46.81
302,USER_0302,2016-03-15,2019-09-08,2019-09-08,1,6,49.37,35.08,6.0,41.08,41.08,-14.29,0.35,5.85
303,USER_0303,2016-01-05,2019-04-07,2019-04-07,4,199,7577.25,7366.5,104.51,7471.01,1867.75,-52.69,0.03,37.02
304,USER_0304,2018-03-13,2019-06-20,2019-11-14,23,246,3939.02,3806.29,258.7,4064.9900000000002,176.74,-5.77,0.03,15.47
305,USER_0305,2017-03-14,2019-11-17,2019-11-17,1,3,20.73,20.73,6.0,26.73,26.73,0.0,0.0,6.91
306,USER_0306,2018-01-02,2019-12-19,2019-12-19,8,12,1255.98,1097.38,85.47,1182.85,147.86,-19.82,0.13,91.45
307,USER_0307,2015-12-29,2019-10-16,2019-10-16,3,5,1101.1699999999998,1064.53,18.0,1082.53,360.84,-12.21,0.03,212.91
308,USER_0308,2015-10-27,2019-11-17,2019-11-17,3,40,306.78999999999996,302.54999999999995,18.5,321.05,107.02,-1.41,0.01,7.56
309,USER_0309,2017-10-24,2019-03-19,2019-07-11,40,205,7686.33,7150.0,488.25,7638.25,190.96,-13.41,0.07,34.88
310,USER_0310,2019-03-12,2019-08-11,2019-08-11,8,15,1039.1599999999999,965.46,48.0,1013.46,126.68,-9.21,0.07,64.36
311,USER_0311,2018-10-23,2019-03-21,2019-03-21,10,134,1760.79,1524.03,104.27,1628.3,162.83,-23.68,0.15,11.37
312,USER_0312,2017-11-21,2019-01-16,2019-12-14,15,226,2234.59,2159.36,95.0,2254.36,150.29,-5.02,0.03,9.55
313,USER_0313,2015-12-01,2019-03-02,2019-03-02,5,9,532.73,509.76,32.5,542.26,108.45,-4.59,0.04,56.64
314,USER_0314,2015-11-24,2019-12-19,2019-12-19,5,15,968.57,953.56,37.99,991.55,198.31,-3.0,0.02,63.57
315,USER_0315,2016-11-22,2019-12-28,2019-12-29,16,35,3138.4,2731.0,119.89,2850.89,178.18,-25.46,0.14,78.03
316,USER_0316,2017-08-08,2019-08-06,2019-08-07,12,171,2000.73,1908.0600000000002,172.63,2080.69,173.39,-7.72,0.04,11.16
317,USER_0317,2015-12-29,2019-03-27,2019-09-04,17,32,1652.51,1557.17,214.99,1772.16,104.24,-5.61,0.05,48.66
318,USER_0318,2018-11-27,2019-12-02,2019-12-02,13,23,2991.2,2951.17,83.5,3034.67,233.44,-3.08,0.01,128.31
319,USER_0319,2017-08-08,2019-12-06,2019-12-06,3,4,395.66,395.66,19.0,414.66,138.22,0.0,0.0,98.92
320,USER_0320,2019-07-02,2019-06-03,2019-06-03,4,133,1194.77,1152.84,30.990000000000002,1183.83,295.96,-10.48,0.04,8.67
321,USER_0321,2018-03-13,2019-08-28,2019-08-28,6,31,616.47,559.26,43.41,602.6700000000001,100.44,-9.54,0.09,18.04
322,USER_0322,2018-11-20,2019-10-17,2019-11-27,12,232,2080.4,2018.63,88.19,2106.82,175.57,-5.15,0.03,8.7
323,USER_0323,2015-12-01,2019-06-25,2019-06-25,14,62,2078.04,1998.44,91.49,2089.93,149.28,-5.69,0.04,32.23
324,USER_0324,2017-12-26,2019-07-21,2019-12-10,5,14,1173.04,1060.98,38.49,1099.47,219.89,-22.41,0.1,75.78
325,USER_0325,2018-01-30,2019-09-06,2019-09-06,9,208,1232.67,1041.11,54.5,1095.61,121.73,-21.28,0.17,5.01
326,USER_0326,2016-12-27,2019-04-06,2019-04-07,6,59,545.49,543.61,58.93,602.54,100.42,-0.31,0.0,9.21
327,USER_0327,2016-11-22,2019-03-04,2019-03-04,5,20,474.15999999999997,425.33,32.5,457.83000000000004,91.57,-9.77,0.11,21.27
328,USER_0328,2016-03-15,2019-07-31,2019-07-31,9,68,1600.0400000000002,1542.69,133.43,1676.1200000000001,186.24,-6.37,0.03,22.69
329,USER_0329,2019-03-12,2019-10-06,2019-10-07,32,113,4613.17,4514.31,208.48,4722.79,147.59,-3.09,0.02,39.95
330,USER_0330,2018-09-11,2019-05-08,2019-12-19,31,113,4906.27,4557.44,260.24,4817.68,155.41,-11.25,0.07,40.33
331,USER_0331,2016-02-02,2019-08-14,2019-08-19,3,8,245.53,241.57,24.990000000000002,266.56,88.85,-1.32,0.01,30.2
332,USER_0332,2016-12-27,2019-07-18,2019-08-02,44,299,6683.63,6317.62,305.76,6623.38,150.53,-8.32,0.06,21.13
333,USER_0333,2019-09-10,2019-09-18,2019-09-18,1,10,41.94,33.31,6.5,39.81,39.81,-8.63,0.22,3.33
334,USER_0334,2016-03-15,2019-01-05,2019-12-20,37,152,6112.0,5865.36,271.32,6136.68,165.86,-6.67,0.04,38.59
335,USER_0335,2016-05-24,2019-09-05,2019-09-06,14,110,1417.12,1233.84,105.84,1339.68,95.69,-13.09,0.14,11.22
336,USER_0336,2018-05-22,2019-10-23,2019-10-23,1,2,261.8,261.8,19.99,281.79,281.79,0.0,0.0,130.9
337,USER_0337,2016-09-13,2019-01-03,2019-01-03,7,16,1406.7800000000002,1357.76,45.5,1403.26,200.47,-7.0,0.03,84.86
338,USER_0338,2017-08-08,2019-11-20,2019-11-20,23,272,4424.54,4191.42,183.13,4374.55,190.2,-10.14,0.05,15.41
339,USER_0339,2017-12-26,2019-11-21,2019-11-21,19,471,2868.06,2679.84,154.5,2834.34,149.18,-9.91,0.07,5.69
340,USER_0340,2017-11-21,2019-01-17,2019-08-01,48,272,7805.93,7367.79,435.09,7802.88,162.56,-9.13,0.06,27.09
341,USER_0341,2016-01-05,2019-12-22,2019-12-23,30,50,5152.19,4650.47,199.99,4850.46,161.68,-16.72,0.1,93.01
342,USER_0342,2019-10-22,2019-12-12,2019-12-12,5,19,1046.33,1045.1,32.0,1077.1,215.42,-0.25,0.0,55.01
343,USER_0343,2019-05-21,2019-10-10,2019-10-11,42,500,9102.18,8825.73,362.93,9188.66,218.78,-6.58,0.03,17.65
344,USER_0344,2018-01-30,2019-01-03,2019-01-03,1,1,169.08,169.08,6.5,175.58,175.58,0.0,0.0,169.08
345,USER_0345,2017-05-23,2019-01-01,2019-01-01,1,1,1.46,1.46,6.5,7.96,7.96,0.0,0.0,1.46
346,USER_0346,2018-03-13,2019-08-02,2019-08-02,1,1,3.29,3.29,6.0,9.29,9.29,0.0,0.0,3.29
347,USER_0347,2019-04-16,2019-11-03,2019-11-03,5,89,1062.09,957.8100000000001,40.85,998.66,199.73,-20.86,0.1,10.76
348,USER_0348,2019-05-21,2019-03-20,2019-06-13,8,46,1846.75,1692.52,55.49,1748.01,218.5,-19.28,0.09,36.79
349,USER_0349,2015-12-29,2019-01-05,2019-08-08,18,60,2264.5099999999998,2191.65,151.63,2343.28,130.18,-4.05,0.03,36.53
350,USER_0350,2018-10-23,2019-07-29,2019-07-30,29,98,4431.27,4358.09,188.49,4546.58,156.78,-2.52,0.02,44.47
351,USER_0351,2017-07-04,2019-01-03,2019-08-16,37,206,5709.16,5108.55,400.12,5508.67,148.88,-16.23,0.11,24.8
352,USER_0352,2018-03-13,2019-03-22,2019-10-05,21,100,3717.36,3383.9700000000003,163.46,3547.4300000000003,168.93,-15.88,0.09,33.84
353,USER_0353,2019-04-16,2019-01-14,2019-12-13,47,80,7479.39,7008.61,330.52,7339.13,156.15,-10.02,0.06,87.61
354,USER_0354,2018-07-03,2019-09-05,2019-09-05,22,80,3502.01,3172.51,232.81,3405.32,154.79,-14.98,0.1,39.66
355,USER_0355,2017-05-23,2019-08-21,2019-12-08,4,6,311.34000000000003,235.96,25.0,260.96000000000004,65.24,-18.85,0.29,39.33
356,USER_0356,2018-01-30,2019-03-23,2019-03-23,2,29,400.51,340.75,73.78,414.53,207.26,-29.88,0.14,11.75
357,USER_0357,2016-11-22,2019-05-01,2019-05-01,5,8,417.57,405.15999999999997,30.0,435.15999999999997,87.03,-2.48,0.03,50.64
358,USER_0358,2016-11-29,2019-01-30,2019-10-11,67,348,10755.550000000001,10299.92,589.01,10888.93,162.52,-6.8,0.04,29.6
359,USER_0359,2017-09-12,2019-12-18,2019-12-18,23,60,3574.6,3205.42,193.44,3398.86,147.78,-16.05,0.11,53.42
360,USER_0360,2016-08-09,2019-05-21,2019-12-06,11,48,1326.27,1167.44,89.49,1256.93,114.27,-14.44,0.13,24.32
361,USER_0361,2017-01-31,2019-03-26,2019-03-26,4,12,1392.28,1163.03,28.2,1191.23,297.81,-57.31,0.19,96.92
362,USER_0362,2017-01-31,2019-10-21,2019-10-22,31,85,8921.980000000001,8687.33,188.7,8876.03,286.32,-7.57,0.03,102.2
363,USER_0363,2018-10-23,2019-07-14,2019-07-14,2,10,143.81,138.63,12.0,150.63,75.32,-2.59,0.03,13.86
364,USER_0364,2019-04-16,2019-10-12,2019-12-19,15,150,3271.6400000000003,3149.67,186.62,3336.29,222.42,-8.13,0.04,21.0
365,USER_0365,2016-05-24,2019-12-13,2019-12-13,9,12,952.95,793.48,57.5,850.98,94.55,-17.72,0.19,66.12
366,USER_0366,2016-10-25,2019-06-12,2019-06-12,1,1,20.05,14.04,6.0,20.04,20.04,-6.01,0.3,14.04
367,USER_0367,2016-11-22,2019-02-16,2019-02-16,2,3,346.67,346.67,13.0,359.67,179.84,0.0,0.0,115.56
368,USER_0368,2019-07-02,2019-10-30,2019-10-30,5,120,1243.55,1202.51,30.0,1232.51,246.5,-8.21,0.03,10.02
369,USER_0369,2019-07-02,2019-02-10,2019-02-11,35,185,7138.4,6700.87,277.08,6977.950000000001,199.37,-12.5,0.06,36.22
370,USER_0370,2019-07-02,2019-03-28,2019-12-19,18,562,7683.79,7311.2300000000005,399.89,7711.120000000001,428.4,-20.7,0.05,13.01
371,USER_0371,2019-08-06,2019-06-02,2019-06-02,8,210,1345.18,1260.8,92.69,1353.49,169.19,-10.55,0.06,6.0
372,USER_0372,2016-11-22,2019-04-07,2019-04-07,1,15,52.64,47.38,85.01,132.39000000000001,132.39,-5.26,0.04,3.16
373,USER_0373,2016-03-15,2019-04-12,2019-12-10,24,144,3176.13,2920.6600000000003,221.16,3141.82,130.91,-10.64,0.08,20.28
374,USER_0374,2016-02-02,2019-09-13,2019-09-14,16,72,2614.69,2474.95,130.22,2605.17,162.82,-8.73,0.05,34.37
375,USER_0375,2017-03-14,2019-08-21,2019-09-04,18,84,3720.04,3457.9100000000003,140.06,3597.9700000000003,199.89,-14.56,0.07,41.17
376,USER_0376,2019-05-21,2019-06-28,2019-11-27,40,729,13537.88,12765.61,357.81,13123.42,328.09,-19.31,0.06,17.51
377,USER_0377,2018-07-03,2019-12-20,2019-12-20,16,33,3534.5,3244.12,142.96,3387.08,211.69,-18.15,0.09,98.31
378,USER_0378,2018-01-02,2019-12-15,2019-12-15,3,7,395.71000000000004,339.24,32.989999999999995,372.23,124.08,-18.82,0.15,48.46
379,USER_0379,2016-09-13,2019-06-22,2019-06-22,10,81,1045.3,1011.83,66.99,1078.82,107.88,-3.35,0.03,12.49
380,USER_0380,2016-08-09,2019-03-23,2019-03-23,5,27,1267.0900000000001,1100.11,93.28,1193.3899999999999,238.68,-33.4,0.14,40.74
381,USER_0381,2017-12-26,2019-12-04,2019-12-04,7,25,2254.37,2166.59,45.0,2211.59,315.94,-12.54,0.04,86.66
382,USER_0382,2017-01-03,2019-09-14,2019-09-14,1,10,41.3,28.91,6.0,34.91,34.91,-12.39,0.35,2.89
383,USER_0383,2017-04-18,2019-06-13,2019-11-03,8,141,1665.38,1488.21,100.26,1588.47,198.56,-22.15,0.11,10.55
384,USER_0384,2018-08-07,2019-12-13,2019-12-13,6,11,820.9,762.54,44.49,807.03,134.5,-9.73,0.07,69.32
385,USER_0385,2017-11-21,2019-09-15,2019-09-15,2,122,375.94,340.63,12.0,352.63,176.32,-17.66,0.1,2.79
386,USER_0386,2018-12-25,2019-10-18,2019-10-18,8,22,730.17,678.75,70.18,748.93,93.62,-6.43,0.07,30.85
387,USER_0387,2017-05-23,2019-12-26,2019-12-27,14,131,3451.46,3097.84,89.5,3187.34,227.67,-25.26,0.11,23.65
388,USER_0388,2018-11-20,2019-07-14,2019-07-14,3,27,344.0,343.63,34.58,378.21,126.07,-0.12,0.0,12.73
389,USER_0389,2018-01-30,2019-09-13,2019-10-05,2,157,3134.11,3134.11,12.0,3146.11,1573.06,0.0,0.0,19.96
390,USER_0390,2017-01-03,2019-12-06,2019-12-12,10,14,1535.58,1260.08,73.61,1333.69,133.37,-27.55,0.21,90.01
391,USER_0391,2016-10-25,2019-01-17,2019-02-09,9,17,984.73,963.5699999999999,70.47,1034.04,114.89,-2.35,0.02,56.68
392,USER_0392,2019-01-29,2019-05-22,2019-05-22,2,3,162.2,144.82,12.0,156.82,78.41,-8.69,0.11,48.27
393,USER_0393,2018-08-07,2019-07-13,2019-07-13,1,1,8.5,8.5,6.0,14.5,14.5,0.0,0.0,8.5
394,USER_0394,2017-12-26,2019-01-29,2019-01-29,4,5,510.91,493.86,26.0,519.86,129.96,-4.26,0.03,98.77
