,고객ID,가입날짜,거래날짜,거래ID,제품카테고리,제품카테고리수,구매제품수,구매원가,할인가,쿠폰사용여부,배송료,총결제금액
7912,USER_0460,2018-04-17,2019-06-22,Transaction_10990,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7913,USER_0460,2018-04-17,2019-06-22,Transaction_10991,['Apparel'],1,1,17.92,17.92,0,12.99,30.910000000000004
7914,USER_0461,2016-09-13,2019-07-19,Transaction_12731,['Nest-Canada'],1,2,228.8,205.92,1,8.7,214.61999999999998
7915,USER_0461,2016-09-13,2019-07-19,Transaction_12732,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7916,USER_0461,2016-09-13,2019-07-19,Transaction_12733,['Nest-USA'],1,2,173.8,173.8,0,6.0,179.8
7917,USER_0461,2016-09-13,2019-07-19,Transaction_12734,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
7918,USER_0461,2016-09-13,2019-07-19,Transaction_12735,['Lifestyle'],1,3,11.29,11.29,0,6.0,17.29
7919,USER_0461,2016-09-13,2019-07-19,Transaction_12736,['Notebooks & Journals'],1,47,296.1,296.1,0,12.99,309.09000000000003
7920,USER_0461,2016-09-13,2019-07-19,Transaction_12737,"['Apparel', 'Apparel', 'Bags', 'Lifestyle', 'Headgear', 'Office']",6,6,83.77,81.91,1,6.0,87.91
7921,USER_0461,2016-09-13,2019-07-19,Transaction_12738,"['Apparel', 'Apparel']",2,2,39.730000000000004,39.730000000000004,0,6.0,45.730000000000004
7922,USER_0461,2016-09-13,2019-07-19,Transaction_12739,['Office'],1,100,368.5,368.5,0,25.27,393.77
7923,USER_0461,2016-09-13,2019-07-19,Transaction_12740,"['Office', 'Headgear', 'Office']",3,102,414.86,411.34000000000003,1,156.3,567.6400000000001
7924,USER_0462,2019-09-10,2019-10-09,Transaction_18569,['Nest'],1,1,103.95,103.95,0,6.0,109.95
7925,USER_0462,2019-09-10,2019-10-09,Transaction_18570,['Nest-USA'],1,4,347.6,347.6,0,6.0,353.6
7926,USER_0462,2019-09-10,2019-10-09,Transaction_18571,"['Lifestyle', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Office', 'Headgear', 'Lifestyle']",10,65,451.7,436.40000000000003,1,12.99,449.39000000000004
7927,USER_0462,2019-09-10,2019-10-09,Transaction_18572,['Nest'],1,1,103.95,103.95,0,6.0,109.95
7928,USER_0462,2019-09-10,2019-10-09,Transaction_18573,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7929,USER_0462,2019-09-10,2019-10-09,Transaction_18574,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
7930,USER_0462,2019-09-10,2019-10-09,Transaction_18575,"['Apparel', 'Apparel']",2,4,20.39,19.310000000000002,1,6.0,25.310000000000002
7931,USER_0462,2019-09-10,2019-10-09,Transaction_18576,['Nest-USA'],1,1,130.9,117.81,1,6.0,123.81
7932,USER_0462,2019-09-10,2019-10-09,Transaction_18577,['Nest-USA'],1,2,327.8,295.02,1,6.0,301.02
7933,USER_0462,2019-09-10,2019-10-09,Transaction_18578,['Nest-USA'],1,1,163.9,147.51,1,6.0,153.51
7934,USER_0462,2019-09-10,2019-10-09,Transaction_18579,['Nest-USA'],1,2,173.8,173.8,0,6.0,179.8
7935,USER_0462,2019-09-10,2019-10-09,Transaction_18580,"['Apparel', 'Apparel']",2,2,61.36,58.29,1,6.0,64.28999999999999
7936,USER_0462,2019-09-10,2019-10-09,Transaction_18581,['Apparel'],1,1,6.73,6.73,0,6.0,12.73
7937,USER_0462,2019-09-10,2019-10-09,Transaction_18582,"['Nest-USA', 'Nest-USA', 'Nest']",3,4,712.7,712.7,0,6.0,718.7
7938,USER_0462,2019-09-10,2019-10-09,Transaction_18583,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7939,USER_0462,2019-09-10,2019-10-09,Transaction_18584,['Nest-USA'],1,2,173.8,156.42,1,6.0,162.42
7940,USER_0462,2019-09-10,2019-10-09,Transaction_18585,['Apparel'],1,1,22.64,20.38,1,12.99,33.37
7941,USER_0462,2019-09-10,2019-10-09,Transaction_18586,['Gift Cards'],1,1,262.5,236.25,1,0.0,236.25
7942,USER_0462,2019-09-10,2019-10-09,Transaction_18587,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
7943,USER_0462,2019-09-10,2019-10-09,Transaction_18588,"['Apparel', 'Drinkware', 'Apparel']",3,9,144.33,134.05,1,6.0,140.05
7944,USER_0462,2019-09-10,2019-10-09,Transaction_18589,['Gift Cards'],1,1,262.5,262.5,0,0.0,262.5
7945,USER_0462,2019-09-10,2019-10-10,Transaction_18590,"['Office', 'Drinkware', 'Office', 'Office']",4,7,47.03,46.37,1,6.0,52.37
7946,USER_0463,2017-07-04,2019-08-14,Transaction_14718,"['Apparel', 'Apparel', 'Apparel', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Office']",7,15,71.9,70.58,1,6.0,76.58
7947,USER_0463,2017-07-04,2019-08-14,Transaction_14719,['Nest-USA'],1,4,523.6,418.88,1,6.0,424.88
7948,USER_0463,2017-07-04,2019-08-14,Transaction_14720,['Nest-USA'],1,1,86.9,86.9,0,6.0,92.9
7949,USER_0463,2017-07-04,2019-08-14,Transaction_14721,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
7950,USER_0463,2017-07-04,2019-08-14,Transaction_14722,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7951,USER_0463,2017-07-04,2019-08-14,Transaction_14723,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7952,USER_0463,2017-07-04,2019-08-14,Transaction_14724,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Headgear']",6,7,78.09,74.78,1,6.0,80.78
7953,USER_0463,2017-07-04,2019-08-14,Transaction_14725,['Nest-Canada'],1,1,218.9,218.9,0,8.7,227.6
7954,USER_0463,2017-07-04,2019-08-14,Transaction_14726,['Nest-USA'],1,1,130.9,130.9,0,12.99,143.89000000000001
7955,USER_0463,2017-07-04,2019-08-28,Transaction_15741,['Apparel'],1,1,34.35,27.48,1,6.0,33.480000000000004
7956,USER_0463,2017-07-04,2019-11-20,Transaction_21409,['Office'],1,1,1.09,1.09,0,6.0,7.09
7957,USER_0463,2017-07-04,2019-11-20,Transaction_21410,['Nest'],1,3,311.85,311.85,0,6.0,317.85
7958,USER_0464,2019-10-22,2019-10-31,Transaction_20050,['Nest'],1,1,366.45,366.45,0,6.0,372.45
7959,USER_0464,2019-10-22,2019-10-31,Transaction_20051,"['Apparel', 'Apparel', 'Apparel']",3,3,34.22,33.349999999999994,1,6.0,39.349999999999994
7960,USER_0464,2019-10-22,2019-10-31,Transaction_20052,['Nest-USA'],1,2,261.8,261.8,0,12.99,274.79
7961,USER_0464,2019-10-22,2019-10-31,Transaction_20053,['Bags'],1,1,117.99,106.19,1,6.0,112.19
7962,USER_0464,2019-10-22,2019-12-11,Transaction_23348,['Nest'],1,1,105.96,105.96,0,6.5,112.46
7963,USER_0464,2019-10-22,2019-12-11,Transaction_23349,['Nest-USA'],1,1,167.07,116.95,1,6.5,123.45
7964,USER_0464,2019-10-22,2019-12-11,Transaction_23350,['Office'],1,1,17.93,17.93,0,6.0,23.93
7965,USER_0464,2019-10-22,2019-12-11,Transaction_23351,"['Nest-USA', 'Nest-USA']",2,3,400.29,280.20000000000005,1,6.5,286.70000000000005
7966,USER_0464,2019-10-22,2019-12-11,Transaction_23352,['Nest-USA'],1,3,501.2,350.84,1,56.32,407.15999999999997
7967,USER_0464,2019-10-22,2019-12-11,Transaction_23353,['Nest-USA'],1,2,177.14,177.14,0,12.99,190.13
7968,USER_0464,2019-10-22,2019-12-11,Transaction_23354,['Nest-USA'],1,1,133.43,133.43,0,6.5,139.93
7969,USER_0464,2019-10-22,2019-12-11,Transaction_23355,['Office'],1,25,22.28,15.6,1,12.91,28.509999999999998
7970,USER_0465,2018-05-22,2019-01-31,Transaction_2028,['Office'],1,21,90.55,90.55,0,6.5,97.05
7971,USER_0465,2018-05-22,2019-01-31,Transaction_2029,['Nest-USA'],1,1,169.08,169.08,0,6.5,175.58
7972,USER_0465,2018-05-22,2019-01-31,Transaction_2030,['Apparel'],1,1,23.36,21.02,1,6.5,27.52
7973,USER_0466,2016-09-13,2019-01-09,Transaction_0624,['Nest-USA'],1,1,169.08,152.17,1,6.5,158.67
7974,USER_0466,2016-09-13,2019-01-09,Transaction_0625,['Nest-USA'],1,1,135.05,121.55,1,6.5,128.05
7975,USER_0466,2016-09-13,2019-01-09,Transaction_0626,"['Apparel', 'Apparel']",2,2,34.07,32.730000000000004,1,6.5,39.230000000000004
7976,USER_0466,2016-09-13,2019-01-09,Transaction_0627,['Office'],1,2,24.95,24.95,0,6.5,31.45
7977,USER_0466,2016-09-13,2019-01-09,Transaction_0628,['Nest-USA'],1,1,135.05,121.55,1,6.5,128.05
7978,USER_0466,2016-09-13,2019-01-09,Transaction_0629,"['Drinkware', 'Drinkware', 'Drinkware']",3,15,326.09,313.91999999999996,1,50.74,364.65999999999997
7979,USER_0467,2018-01-30,2019-09-12,Transaction_16727,['Drinkware'],1,22,518.94,363.26,1,16.86,380.12
7980,USER_0467,2018-01-30,2019-09-12,Transaction_16728,"['Nest-USA', 'Nest-USA']",2,2,294.8,255.53,1,6.0,261.53
7981,USER_0467,2018-01-30,2019-09-12,Transaction_16729,"['Nest-USA', 'Nest-USA']",2,2,294.8,245.63,1,6.0,251.63
7982,USER_0467,2018-01-30,2019-09-12,Transaction_16730,"['Apparel', 'Apparel']",2,2,26.78,26.78,0,6.0,32.78
7983,USER_0467,2018-01-30,2019-09-12,Transaction_16731,['Apparel'],1,1,10.37,10.37,0,6.0,16.369999999999997
7984,USER_0468,2015-12-29,2019-11-12,Transaction_20814,"['Lifestyle', 'Lifestyle', 'Office', 'Office', 'Waze']",5,135,459.34000000000003,447.24,1,6.0,453.24
7985,USER_0468,2015-12-29,2019-11-12,Transaction_20815,"['Apparel', 'Apparel']",2,2,44.24,44.24,0,6.0,50.24
7986,USER_0468,2015-12-29,2019-11-12,Transaction_20816,"['Apparel', 'Apparel']",2,2,33.02,30.43,1,6.0,36.43
7987,USER_0469,2017-10-24,2019-09-14,Transaction_16875,['Nest-USA'],1,1,86.9,86.9,0,6.0,92.9
7988,USER_0469,2017-10-24,2019-09-14,Transaction_16876,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7989,USER_0469,2017-10-24,2019-09-14,Transaction_16877,"['Nest-USA', 'Nest-USA']",2,4,589.6,511.06,1,6.0,517.06
7990,USER_0469,2017-10-24,2019-09-14,Transaction_16878,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
7991,USER_0469,2017-10-24,2019-09-14,Transaction_16879,"['Apparel', 'Apparel', 'Apparel']",3,3,37.459999999999994,37.459999999999994,0,6.0,43.459999999999994
7992,USER_0470,2015-12-29,2019-06-27,Transaction_11282,"['Nest-USA', 'Nest-USA']",2,3,458.70000000000005,458.70000000000005,0,6.0,464.70000000000005
7993,USER_0470,2015-12-29,2019-06-27,Transaction_11283,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
7994,USER_0470,2015-12-29,2019-06-27,Transaction_11284,"['Bags', 'Bags', 'Bags', 'Google', 'Drinkware', 'Office', 'Office', 'Office']",8,32,486.46000000000004,451.57,1,15.37,466.94
7995,USER_0470,2015-12-29,2019-10-31,Transaction_20066,"['Apparel', 'Apparel', 'Apparel', 'Drinkware', 'Drinkware']",5,6,55.669999999999995,52.94,1,12.99,65.92999999999999
7996,USER_0470,2015-12-29,2019-10-31,Transaction_20067,['Nest'],1,1,366.45,329.81,1,6.0,335.81
7997,USER_0470,2015-12-29,2019-10-31,Transaction_20068,"['Nest-USA', 'Nest-USA', 'Nest']",3,7,1083.4,1066.02,1,12.99,1079.01
7998,USER_0470,2015-12-29,2019-10-31,Transaction_20069,"['Apparel', 'Drinkware', 'Accessories', 'Bags']",4,4,38.47,36.77,1,20.85,57.620000000000005
7999,USER_0470,2015-12-29,2019-10-31,Transaction_20070,"['Apparel', 'Apparel', 'Bags', 'Drinkware', 'Office']",5,8,46.4,42.39,1,6.0,48.39
8000,USER_0470,2015-12-29,2019-10-31,Transaction_20071,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8001,USER_0470,2015-12-29,2019-10-31,Transaction_20072,['Nest-USA'],1,2,327.8,327.8,0,6.0,333.8
8002,USER_0470,2015-12-29,2019-10-31,Transaction_20073,['Nest-USA'],1,1,86.9,78.21,1,6.0,84.21
8003,USER_0470,2015-12-29,2019-04-10,Transaction_6272,"['Lifestyle', 'Lifestyle', 'Office']",3,60,276.84,273.53999999999996,1,15.72,289.26
8004,USER_0470,2015-12-29,2019-04-10,Transaction_6273,"['Apparel', 'Apparel', 'Headgear']",3,3,38.67,38.67,0,6.5,45.17
8005,USER_0470,2015-12-29,2019-04-10,Transaction_6274,"['Nest-USA', 'Nest-USA']",2,2,250.8,242.11,1,6.5,248.61
8006,USER_0471,2016-12-27,2019-10-27,Transaction_19791,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel']",8,16,240.13,236.3,1,6.0,242.3
8007,USER_0472,2019-04-16,2019-04-27,Transaction_7367,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
8008,USER_0472,2019-04-16,2019-04-27,Transaction_7368,"['More Bags', 'More Bags', 'Headgear']",3,8,146.82,140.44,1,6.5,146.94
8009,USER_0472,2019-04-16,2019-04-27,Transaction_7369,['Drinkware'],1,1,15.33,15.33,0,6.0,21.33
8010,USER_0472,2019-04-16,2019-04-27,Transaction_7370,"['Apparel', 'Office', 'Nest-USA']",3,21,727.1,727.1,0,6.0,733.1
8011,USER_0472,2019-04-16,2019-04-27,Transaction_7371,['Apparel'],1,1,18.87,18.87,0,6.0,24.87
8012,USER_0472,2019-04-16,2019-04-27,Transaction_7372,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8013,USER_0472,2019-04-16,2019-04-27,Transaction_7373,"['Headgear', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Office', 'Apparel']",7,8,77.71,77.3,1,6.0,83.3
8014,USER_0472,2019-04-16,2019-04-27,Transaction_7374,['Nest-USA'],1,3,392.7,353.43,1,6.0,359.43
8015,USER_0472,2019-04-16,2019-04-27,Transaction_7375,['Nest-USA'],1,3,392.7,392.7,0,6.0,398.7
8016,USER_0472,2019-04-16,2019-04-27,Transaction_7376,"['Drinkware', 'Office', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel']",7,13,323.84999999999997,305.0,1,6.0,311.0
8017,USER_0472,2019-04-16,2019-04-27,Transaction_7377,['Nest-USA'],1,1,130.9,117.81,1,6.0,123.81
8018,USER_0472,2019-04-16,2019-04-27,Transaction_7378,['Nest-USA'],1,3,392.7,392.7,0,6.0,398.7
8019,USER_0472,2019-04-16,2019-04-27,Transaction_7379,['Office'],1,10,52.69,52.69,0,12.48,65.17
8020,USER_0472,2019-04-16,2019-04-27,Transaction_7380,"['Nest-USA', 'Nest-USA']",2,2,294.8,281.71000000000004,1,6.0,287.71000000000004
8021,USER_0472,2019-04-16,2019-04-27,Transaction_7381,['Apparel'],1,1,15.68,15.68,0,6.0,21.68
8022,USER_0473,2016-10-25,2019-10-19,Transaction_19260,"['Apparel', 'Drinkware', 'Lifestyle', 'Apparel', 'Lifestyle']",5,9,75.94,73.82,1,6.0,79.82
8023,USER_0473,2016-10-25,2019-10-19,Transaction_19261,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
8024,USER_0473,2016-10-25,2019-10-19,Transaction_19262,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8025,USER_0473,2016-10-25,2019-10-19,Transaction_19263,"['Nest-USA', 'Nest-USA']",2,2,261.8,261.8,0,6.0,267.8
8026,USER_0473,2016-10-25,2019-10-19,Transaction_19264,['Nest-USA'],1,1,218.9,218.9,0,19.99,238.89000000000001
8027,USER_0473,2016-10-25,2019-10-19,Transaction_19265,"['Nest-USA', 'Nest-USA']",2,4,655.6,590.04,1,6.0,596.04
8028,USER_0473,2016-10-25,2019-10-19,Transaction_19266,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
8029,USER_0473,2016-10-25,2019-10-19,Transaction_19267,['Nest-USA'],1,1,130.9,117.81,1,6.0,123.81
8030,USER_0473,2016-10-25,2019-10-19,Transaction_19268,['Nest-USA'],1,1,86.9,78.21,1,6.0,84.21
8031,USER_0473,2016-10-25,2019-10-19,Transaction_19269,['Nest-USA'],1,2,327.8,295.02,1,6.0,301.02
8032,USER_0473,2016-10-25,2019-10-19,Transaction_19270,['Nest-USA'],1,2,261.8,261.8,0,6.0,267.8
8033,USER_0473,2016-10-25,2019-10-19,Transaction_19271,['Nest-USA'],1,1,218.9,197.01,1,12.99,210.0
8034,USER_0473,2016-10-25,2019-10-19,Transaction_19272,['Nest'],1,1,208.95,208.95,0,6.0,214.95
8035,USER_0473,2016-10-25,2019-10-19,Transaction_19273,"['Bags', 'Drinkware']",2,2,114.2,112.22,1,6.5,118.72
8036,USER_0473,2016-10-25,2019-10-19,Transaction_19274,"['Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle', 'Lifestyle']",5,6,18.39,18.39,0,6.0,24.39
8037,USER_0473,2016-10-25,2019-10-19,Transaction_19275,['Nest-USA'],1,1,218.9,218.9,0,19.99,238.89000000000001
8038,USER_0473,2016-10-25,2019-10-19,Transaction_19276,"['Drinkware', 'Lifestyle', 'Apparel']",3,3,35.72,35.72,0,6.0,41.72
8039,USER_0473,2016-10-25,2019-10-19,Transaction_19277,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel']",9,77,1101.1499999999999,1073.77,1,6.0,1079.77
8040,USER_0474,2017-04-18,2019-07-27,Transaction_13311,"['Apparel', 'Bags']",2,2,217.1,217.1,0,6.0,223.1
8041,USER_0474,2017-04-18,2019-07-27,Transaction_13312,"['Office', 'Notebooks & Journals']",2,23,120.08,120.08,0,12.48,132.56
8042,USER_0474,2017-04-18,2019-07-27,Transaction_13313,['Nest-USA'],1,2,261.8,235.62,1,6.0,241.62
8043,USER_0474,2017-04-18,2019-07-27,Transaction_13314,"['Lifestyle', 'Apparel', 'Lifestyle']",3,4,80.2,80.2,0,6.0,86.2
8044,USER_0474,2017-04-18,2019-07-27,Transaction_13315,"['Apparel', 'Apparel']",2,2,28.310000000000002,28.310000000000002,0,6.0,34.31
8045,USER_0474,2017-04-18,2019-07-27,Transaction_13316,['Bags'],1,1,15.09,15.09,0,6.0,21.09
8046,USER_0474,2017-04-18,2019-07-27,Transaction_13317,['Bags'],1,1,15.09,15.09,0,6.0,21.09
8047,USER_0474,2017-04-18,2019-07-27,Transaction_13318,"['Drinkware', 'Office']",2,2,24.06,21.82,1,6.0,27.82
8048,USER_0474,2017-04-18,2019-07-27,Transaction_13319,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Drinkware']",8,8,123.42,116.34,1,6.0,122.34
8049,USER_0474,2017-04-18,2019-07-27,Transaction_13320,"['Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Drinkware', 'Drinkware', 'Headgear']",9,33,403.25,398.53000000000003,1,6.0,404.53000000000003
8050,USER_0475,2018-08-07,2019-01-30,Transaction_1941,"['Apparel', 'Office']",2,2,19.62,18.28,1,6.5,24.78
8051,USER_0476,2019-05-21,2019-08-22,Transaction_15234,"['Apparel', 'Apparel']",2,2,36.790000000000006,33.02,1,6.0,39.02
8052,USER_0476,2019-05-21,2019-08-22,Transaction_15235,"['Apparel', 'Apparel']",2,2,26.88,26.88,0,6.0,32.879999999999995
8053,USER_0476,2019-05-21,2019-08-22,Transaction_15236,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8054,USER_0476,2019-05-21,2019-08-22,Transaction_15237,"['Drinkware', 'Notebooks & Journals']",2,20,175.83,165.75,1,88.53,254.28
8055,USER_0476,2019-05-21,2019-08-22,Transaction_15238,"['Apparel', 'Apparel', 'Apparel', 'Drinkware', 'Office']",5,120,306.78999999999996,274.51,1,26.86,301.37
8056,USER_0476,2019-05-21,2019-08-22,Transaction_15239,"['Apparel', 'Apparel']",2,2,37.74,33.97,1,6.0,39.97
8057,USER_0476,2019-05-21,2019-08-22,Transaction_15240,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8058,USER_0476,2019-05-21,2019-08-22,Transaction_15241,['Nest-USA'],1,2,173.8,173.8,0,6.0,179.8
8059,USER_0476,2019-05-21,2019-08-22,Transaction_15242,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8060,USER_0476,2019-05-21,2019-08-22,Transaction_15243,"['Drinkware', 'Drinkware', 'Drinkware', 'Notebooks & Journals', 'Notebooks & Journals']",5,16,234.4,222.51,1,13.35,235.85999999999999
8061,USER_0476,2019-05-21,2019-08-22,Transaction_15244,"['Drinkware', 'Apparel', 'Apparel', 'Apparel', 'Apparel', 'Drinkware', 'Drinkware']",7,7,128.63,118.91,1,6.0,124.91
8062,USER_0477,2016-11-29,2019-03-21,Transaction_5052,"['Drinkware', 'Lifestyle']",2,3,21.68,21.68,0,6.5,28.18
8063,USER_0477,2016-11-29,2019-03-21,Transaction_5053,"['Apparel', 'Nest-USA']",2,2,236.58,187.41000000000003,1,6.5,193.91000000000003
8064,USER_0477,2016-11-29,2019-03-21,Transaction_5054,['Nest-USA'],1,1,108.9,108.9,0,6.5,115.4
8065,USER_0477,2016-11-29,2019-03-21,Transaction_5055,['Nest-USA'],1,2,327.8,229.46,1,6.5,235.96
8066,USER_0477,2016-11-29,2019-03-21,Transaction_5056,['Apparel'],1,1,20.05,14.04,1,39.27,53.31
8067,USER_0477,2016-11-29,2019-03-21,Transaction_5057,['Nest-USA'],1,1,163.9,163.9,0,6.5,170.4
8068,USER_0477,2016-11-29,2019-03-21,Transaction_5058,"['Apparel', 'Apparel', 'Apparel']",3,3,228.42000000000002,207.18,1,6.5,213.68
8069,USER_0477,2016-11-29,2019-03-21,Transaction_5059,"['Office', 'Housewares']",2,40,116.89,107.02,1,6.5,113.52
8070,USER_0478,2018-07-03,2019-11-12,Transaction_20812,"['Drinkware', 'Office']",2,9,30.310000000000002,26.36,1,6.0,32.36
8071,USER_0478,2018-07-03,2019-05-12,Transaction_8453,"['Drinkware', 'Office']",2,69,227.65,227.65,0,49.62,277.27
8072,USER_0478,2018-07-03,2019-05-12,Transaction_8454,['Apparel'],1,1,18.16,18.16,0,12.99,31.15
8073,USER_0478,2018-07-03,2019-05-12,Transaction_8455,"['Drinkware', 'Office', 'Office']",3,96,675.27,557.04,1,39.46,596.5
8074,USER_0478,2018-07-03,2019-05-12,Transaction_8456,"['Notebooks & Journals', 'Notebooks & Journals']",2,198,1834.16,1719.1200000000001,1,54.55,1773.67
8075,USER_0478,2018-07-03,2019-05-12,Transaction_8457,"['Apparel', 'Apparel', 'Apparel', 'Apparel']",4,4,71.14,71.14,0,6.0,77.14
8076,USER_0478,2018-07-03,2019-05-12,Transaction_8458,"['Bags', 'Fun']",2,9,117.89,102.80000000000001,1,12.99,115.79
8077,USER_0478,2018-07-03,2019-05-12,Transaction_8459,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
8078,USER_0478,2018-07-03,2019-05-12,Transaction_8460,['Apparel'],1,1,20.05,16.04,1,6.0,22.04
8079,USER_0478,2018-07-03,2019-05-12,Transaction_8461,"['Apparel', 'Apparel']",2,2,123.64000000000001,109.48,1,19.99,129.47
8080,USER_0478,2018-07-03,2019-05-12,Transaction_8462,"['Apparel', 'Apparel', 'Apparel']",3,3,114.47,111.96000000000001,1,6.0,117.96000000000001
8081,USER_0478,2018-07-03,2019-05-12,Transaction_8463,"['Apparel', 'Apparel']",2,2,57.56,53.6,1,6.0,59.6
8082,USER_0479,2017-12-26,2019-09-14,Transaction_16854,['Apparel'],1,1,43.9,30.73,1,6.0,36.730000000000004
8083,USER_0479,2017-12-26,2019-09-14,Transaction_16855,['Nest-USA'],1,1,163.9,114.73,1,6.0,120.73
8084,USER_0479,2017-12-26,2019-09-14,Transaction_16856,['Nest-USA'],1,5,434.5,304.15,1,6.0,310.15
8085,USER_0480,2018-05-22,2019-03-04,Transaction_4035,"['Apparel', 'Apparel', 'Apparel', 'Apparel']",4,4,103.8,88.22,1,6.5,94.72
8086,USER_0480,2018-05-22,2019-03-04,Transaction_4036,['Nest-USA'],1,3,392.7,392.7,0,6.5,399.2
8087,USER_0480,2018-05-22,2019-03-04,Transaction_4037,['Apparel'],1,1,20.05,20.05,0,6.5,26.55
8088,USER_0480,2018-05-22,2019-03-04,Transaction_4038,['Nest-USA'],1,2,261.8,261.8,0,6.5,268.3
8089,USER_0480,2018-05-22,2019-03-04,Transaction_4039,"['Drinkware', 'Apparel', 'Bags', 'Drinkware', 'Drinkware', 'Office', 'Office', 'Apparel']",8,30,247.23000000000002,228.98000000000002,1,6.5,235.48000000000002
8090,USER_0481,2019-04-16,2019-08-18,Transaction_14997,['Lifestyle'],1,5,16.52,16.52,0,12.48,29.0
8091,USER_0481,2019-04-16,2019-08-18,Transaction_14998,['Nest-Canada'],1,1,218.9,218.9,0,8.7,227.6
8092,USER_0482,2016-07-05,2019-07-07,Transaction_11875,"['Nest-USA', 'Nest-USA']",2,2,250.8,242.11,1,6.0,248.11
8093,USER_0482,2016-07-05,2019-07-07,Transaction_11876,"['Drinkware', 'Office', 'Bags', 'Office', 'Lifestyle', 'Office', 'Notebooks & Journals']",7,16,114.45,110.56,1,58.93,169.49
8094,USER_0482,2016-07-05,2019-07-07,Transaction_11877,['Nest-USA'],1,2,261.8,261.8,0,6.0,267.8
8095,USER_0482,2016-07-05,2019-07-07,Transaction_11878,['Nest-USA'],1,1,163.9,163.9,0,6.0,169.9
8096,USER_0482,2016-07-05,2019-07-07,Transaction_11879,['Nest-USA'],1,2,327.8,327.8,0,6.0,333.8
8097,USER_0482,2016-07-05,2019-07-07,Transaction_11880,['Nest-USA'],1,1,130.9,130.9,0,6.0,136.9
8098,USER_0482,2016-07-05,2019-07-07,Transaction_11881,['Nest-USA'],1,2,261.8,235.62,1,6.0,241.62
8099,USER_0482,2016-07-05,2019-07-07,Transaction_11882,"['Apparel', 'Apparel']",2,2,35.38,35.38,0,6.0,41.38
8100,USER_0482,2016-07-05,2019-07-07,Transaction_11883,['Drinkware'],1,2,47.18,47.18,0,6.0,53.18
8101,USER_0482,2016-07-05,2019-07-07,Transaction_11884,"['Apparel', 'Apparel', 'Drinkware', 'Apparel']",4,4,119.17999999999999,119.17999999999999,0,6.0,125.17999999999999
8102,USER_0482,2016-07-05,2019-07-07,Transaction_11885,['Apparel'],1,1,79.28,71.35,1,12.99,84.33999999999999
8103,USER_0482,2016-07-05,2019-07-07,Transaction_11886,"['Bags', 'Bags']",2,6,59.4,59.4,0,6.0,65.4
8104,USER_0482,2016-07-05,2019-07-07,Transaction_11887,"['Android', 'Apparel']",2,2,32.12,32.12,0,6.0,38.12
8105,USER_0482,2016-07-05,2019-07-07,Transaction_11888,"['Bags', 'Drinkware', 'Office', 'Office', 'Office', 'Office', 'Office', 'Office', 'Office']",9,205,982.92,937.85,1,25.73,963.58
8106,USER_0482,2016-07-05,2019-07-07,Transaction_11889,['Drinkware'],1,2,24.52,24.52,0,6.0,30.52
8107,USER_0482,2016-07-05,2019-07-07,Transaction_11890,['Headgear'],1,2,39.88,39.88,0,6.0,45.88
