,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액,Cluster
230,USER_0230,435,147,132,25,111,3745.35,3609.33,163.99,3773.32,150.93,-5.44,0.04,32.52,Newcomer
231,USER_0231,988,171,171,5,17,898.08,846.86,30.0,876.86,175.37,-10.24,0.06,49.82,About to Sleep
232,USER_0232,729,67,67,36,753,5432.52,5292.49,277.32,5569.81,154.72,-3.89,0.03,7.03,Newcomer
233,USER_0233,295,284,284,15,151,4128.3,3832.38,110.33,3942.71,262.85,-19.73,0.08,25.38,Newcomer
234,USER_0234,764,305,49,124,794,24151.23,21782.82,1197.11,22979.93,185.32,-19.1,0.1,27.43,VVIP
235,USER_0235,337,221,221,14,37,1992.92,1853.0,97.99,1950.99,139.36,-9.99,0.07,50.08,Need Attention
236,USER_0236,1317,147,147,11,48,2080.04,1936.86,107.88,2044.74,185.89,-13.02,0.07,40.35,Need Attention
237,USER_0237,1527,153,153,10,117,1228.26,1189.66,80.85,1270.51,127.05,-3.86,0.03,10.17,About to Sleep
238,USER_0238,1527,234,69,39,132,5965.1,5564.469999999999,313.84000000000003,5878.31,150.73,-10.27,0.07,42.16,Newcomer
239,USER_0239,1499,278,19,14,32,2114.94,2007.39,86.5,2093.89,149.56,-7.68,0.05,62.73,Need Attention
240,USER_0240,148,12,12,13,97,2423.69,2134.79,143.81,2278.6,175.28,-22.22,0.13,22.01,Need Attention
241,USER_0241,589,234,111,10,26,404.61,384.39,73.99,458.38,45.84,-2.02,0.04,14.78,Sleep
242,USER_0242,1065,225,225,1,2,51.61,44.06,12.99,57.05,57.05,-7.55,0.13,22.03,Sleep
243,USER_0243,1135,208,208,19,136,2600.02,2365.36,153.84,2519.2,132.59,-12.35,0.09,17.39,Need Attention
244,USER_0244,1527,234,159,5,52,524.79,519.39,43.89,563.28,112.66,-1.08,0.01,9.99,Sleep
245,USER_0245,953,255,12,42,396,10702.87,10208.86,502.8200000000001,10711.68,255.04,-11.76,0.05,25.78,VVIP
246,USER_0246,953,149,148,8,21,1440.54,1337.88,48.0,1385.88,173.24,-12.83,0.07,63.71,About to Sleep
247,USER_0247,624,215,215,4,35,529.95,512.57,37.99,550.5600000000001,137.64,-4.34,0.03,14.64,Sleep
248,USER_0248,729,262,262,15,49,1584.04,1564.56,93.0,1657.56,110.5,-1.3,0.01,31.93,Need Attention
249,USER_0249,764,126,110,18,65,2287.16,2092.03,179.32,2271.35,126.19,-10.84,0.09,32.19,Need Attention
250,USER_0250,1163,166,166,5,122,495.31,491.44,44.4,535.84,107.17,-0.77,0.01,4.03,Sleep
251,USER_0251,477,361,361,4,12,1411.2,1384.19,26.0,1410.19,352.55,-6.75,0.02,115.35,About to Sleep
252,USER_0252,512,105,105,18,175,2800.64,2692.75,121.12,2813.87,156.33,-5.99,0.04,15.39,Need Attention
253,USER_0253,365,203,203,1,3,54.48,54.48,12.99,67.47,67.47,0.0,0.0,18.16,Sleep
254,USER_0254,1464,280,131,26,1141,17634.02,17193.11,250.64,17443.750000000004,670.91,-16.96,0.03,15.07,VVIP
255,USER_0255,1275,321,228,17,224,3232.81,3097.31,159.44,3256.75,191.57,-7.97,0.04,13.83,Need Attention
256,USER_0256,260,269,269,1,1,86.9,78.21,6.5,84.71,84.71,-8.69,0.1,78.21,Sleep
257,USER_0257,1352,153,47,39,220,9080.32,8455.31,314.19,8769.5,224.86,-16.03,0.07,38.43,VIP
258,USER_0258,435,129,93,6,18,838.94,806.64,36.0,842.64,140.44,-5.38,0.04,44.81,About to Sleep
259,USER_0259,1065,336,210,5,71,828.01,825.04,41.58,866.62,173.32,-0.59,0.0,11.62,About to Sleep
260,USER_0260,365,170,170,3,29,732.9200000000001,683.39,18.0,701.39,233.8,-16.51,0.07,23.57,About to Sleep
261,USER_0261,1163,346,346,3,7,516.81,505.63,19.5,525.13,175.04,-3.73,0.02,72.23,Sleep
262,USER_0262,435,9,9,22,51,4726.52,4371.29,148.49,4519.78,205.44,-16.15,0.08,85.71,Newcomer
263,USER_0263,477,100,70,12,138,2375.69,2249.85,74.7,2324.55,193.71,-10.49,0.05,16.3,Need Attention
264,USER_0264,1317,169,169,3,21,461.68000000000006,452.11,18.0,470.11,156.7,-3.19,0.02,21.53,Sleep
265,USER_0265,547,202,202,8,47,1317.5800000000002,1262.52,62.34,1324.86,165.61,-6.88,0.04,26.86,About to Sleep
266,USER_0266,841,287,168,42,277,7038.65,6839.39,287.86,7127.25,169.7,-4.74,0.03,24.69,VIP
267,USER_0267,729,225,35,7,103,2211.94,2034.84,217.16,2252.0,321.71,-25.3,0.08,19.76,Need Attention
268,USER_0268,435,257,257,8,28,838.93,776.62,61.99,838.6099999999999,104.83,-7.79,0.07,27.74,About to Sleep
269,USER_0269,589,49,49,10,41,2552.94,2428.42,62.7,2491.12,249.11,-12.45,0.05,59.23,Need Attention
270,USER_0270,71,280,177,5,10,640.45,632.8100000000001,31.5,664.3100000000001,132.86,-1.53,0.01,63.28,Sleep
271,USER_0271,1499,45,45,7,50,1423.82,1319.89,42.0,1361.89,194.56,-14.85,0.08,26.4,About to Sleep
272,USER_0272,1352,157,157,1,35,153.62,153.62,12.99,166.61,166.61,0.0,0.0,4.39,Sleep
273,USER_0273,729,264,177,11,25,1777.52,1739.79,79.99,1819.78,165.43,-3.43,0.02,69.59,Need Attention
274,USER_0274,1275,335,268,23,129,3423.0,3063.82,206.49,3270.31,142.19,-15.62,0.11,23.75,Need Attention
275,USER_0275,799,124,124,15,199,3555.3,3310.96,161.91,3472.87,231.52,-16.29,0.07,16.64,Need Attention
276,USER_0276,225,16,16,10,20,1333.34,1117.11,70.49,1187.6,118.76,-21.62,0.18,55.86,About to Sleep
277,USER_0277,764,78,35,10,26,2557.78,2485.75,61.0,2546.75,254.68,-7.2,0.03,95.61,Need Attention
278,USER_0278,1240,167,167,4,10,579.54,576.97,24.0,600.97,150.24,-0.64,0.0,57.7,Sleep
279,USER_0279,1317,336,336,9,57,1503.11,1465.62,102.0,1567.62,174.18,-4.17,0.02,25.71,About to Sleep
280,USER_0280,260,66,66,3,8,306.56,293.91,18.0,311.91,103.97,-4.22,0.04,36.74,Sleep
281,USER_0281,953,363,33,42,1040,8316.390000000001,7963.37,622.54,8585.91,204.43,-8.41,0.04,7.66,VIP
282,USER_0282,736,348,207,24,96,4091.87,3996.85,208.47,4205.32,175.22,-3.96,0.02,41.63,Newcomer
283,USER_0283,1163,208,152,12,101,921.48,842.04,114.86,956.9,79.74,-6.62,0.08,8.34,About to Sleep
284,USER_0284,1275,363,225,22,240,2558.69,2496.83,317.77,2814.6,127.94,-2.81,0.02,10.4,Need Attention
285,USER_0285,365,143,143,13,53,1764.41,1613.97,101.68,1715.65,131.97,-11.57,0.09,30.45,Need Attention
286,USER_0286,1163,271,119,19,93,3327.96,3253.23,188.35,3441.58,181.14,-3.93,0.02,34.98,Need Attention
287,USER_0287,1065,209,105,29,198,3859.95,3565.18,255.98,3821.16,131.76,-10.16,0.08,18.01,Newcomer
288,USER_0288,1065,354,20,38,1153,10011.56,8548.47,292.93,8841.4,232.67,-38.5,0.17,7.41,VIP
289,USER_0289,183,138,126,3,83,612.75,604.54,18.0,622.54,207.51,-2.74,0.01,7.28,Sleep
290,USER_0290,225,291,291,1,1,3.3,3.3,12.48,15.78,15.78,0.0,0.0,3.3,Sleep
291,USER_0291,225,173,173,3,14,302.89,275.73,32.0,307.73,102.58,-9.05,0.09,19.7,Sleep
292,USER_0292,736,286,12,76,719,12554.27,11272.41,741.5,12013.91,158.08,-16.87,0.11,15.68,VVIP
293,USER_0293,512,341,20,22,144,4380.25,4086.62,185.71,4272.33,194.2,-13.35,0.07,28.38,Newcomer
294,USER_0294,1065,26,26,10,24,1232.77,1080.72,64.5,1145.22,114.52,-15.2,0.13,45.03,About to Sleep
295,USER_0295,764,290,210,12,40,2116.9,1789.62,91.67,1881.29,156.77,-27.27,0.17,44.74,Need Attention
296,USER_0296,701,212,194,11,142,1610.94,1419.13,86.98,1506.11,136.92,-17.44,0.13,9.99,About to Sleep
297,USER_0297,736,301,301,8,24,1011.05,963.09,81.46000000000001,1044.55,130.57,-6.0,0.05,40.13,About to Sleep
298,USER_0298,1023,97,97,1,13,130.61,99.67,6.0,105.67,105.67,-30.94,0.29,7.67,Sleep
299,USER_0299,953,319,30,21,106,3694.73,3575.8900000000003,305.44,3881.33,184.83,-5.66,0.03,33.73,Newcomer
300,USER_0300,624,334,101,20,69,4073.43,3631.41,133.97,3765.38,188.27,-22.1,0.12,52.63,Newcomer
301,USER_0301,400,270,270,12,36,1742.71,1685.04,78.0,1763.04,146.92,-4.81,0.03,46.81,Need Attention
302,USER_0302,1387,115,115,1,6,49.37,35.08,6.0,41.08,41.08,-14.29,0.35,5.85,Sleep
303,USER_0303,1457,269,269,4,199,7577.25,7366.5,104.51,7471.01,1867.75,-52.69,0.03,37.02,VIP
304,USER_0304,659,195,48,23,246,3939.02,3806.29,258.7,4064.99,176.74,-5.77,0.03,15.47,Newcomer
305,USER_0305,1023,45,45,1,3,20.73,20.73,6.0,26.73,26.73,0.0,0.0,6.91,Sleep
306,USER_0306,729,13,13,8,12,1255.98,1097.38,85.47,1182.85,147.86,-19.82,0.13,91.45,About to Sleep
307,USER_0307,1464,77,77,3,5,1101.1699999999998,1064.53,18.0,1082.53,360.84,-12.21,0.03,212.91,About to Sleep
308,USER_0308,1527,45,45,3,40,306.79,302.54999999999995,18.5,321.05,107.02,-1.41,0.01,7.56,Sleep
309,USER_0309,799,288,174,40,205,7686.33,7150.0,488.25,7638.25,190.96,-13.41,0.07,34.88,VIP
310,USER_0310,295,143,143,8,15,1039.16,965.46,48.0,1013.46,126.68,-9.21,0.07,64.36,About to Sleep
311,USER_0311,435,286,286,10,134,1760.79,1524.03,104.27,1628.3,162.83,-23.68,0.15,11.37,Need Attention
312,USER_0312,771,350,18,15,226,2234.59,2159.36,95.0,2254.36,150.29,-5.02,0.03,9.55,Need Attention
313,USER_0313,1492,305,305,5,9,532.73,509.76,32.5,542.26,108.45,-4.59,0.04,56.64,Sleep
314,USER_0314,1499,13,13,5,15,968.57,953.56,37.99,991.55,198.31,-3.0,0.02,63.57,About to Sleep
315,USER_0315,1135,4,3,16,35,3138.4,2731.0,119.89,2850.89,178.18,-25.46,0.14,78.03,Need Attention
316,USER_0316,876,148,147,12,171,2000.73,1908.06,172.63,2080.69,173.39,-7.72,0.04,11.16,Need Attention
317,USER_0317,1464,280,119,17,32,1652.51,1557.17,214.99,1772.16,104.24,-5.61,0.05,48.66,Need Attention
318,USER_0318,400,30,30,13,23,2991.2,2951.17,83.5,3034.67,233.44,-3.08,0.01,128.31,Need Attention
319,USER_0319,876,26,26,3,4,395.66,395.66,19.0,414.66,138.22,0.0,0.0,98.92,Sleep
320,USER_0320,183,212,212,4,133,1194.77,1152.84,30.99,1183.83,295.96,-10.48,0.04,8.67,About to Sleep
321,USER_0321,659,126,126,6,31,616.47,559.26,43.41,602.6700000000001,100.44,-9.54,0.09,18.04,Sleep
322,USER_0322,407,76,35,12,232,2080.4,2018.63,88.19,2106.82,175.57,-5.15,0.03,8.7,Need Attention
323,USER_0323,1492,190,190,14,62,2078.04,1998.44,91.49,2089.93,149.28,-5.69,0.04,32.23,Need Attention
324,USER_0324,736,164,22,5,14,1173.04,1060.98,38.49,1099.47,219.89,-22.41,0.1,75.78,About to Sleep
325,USER_0325,701,117,117,9,208,1232.67,1041.11,54.5,1095.61,121.73,-21.28,0.17,5.01,About to Sleep
326,USER_0326,1100,270,269,6,59,545.49,543.61,58.93,602.54,100.42,-0.31,0.0,9.21,Sleep
327,USER_0327,1135,303,303,5,20,474.16,425.33,32.5,457.83,91.57,-9.77,0.11,21.27,Sleep
328,USER_0328,1387,154,154,9,68,1600.0400000000002,1542.69,133.43,1676.12,186.24,-6.37,0.03,22.69,Need Attention
329,USER_0329,295,87,86,32,113,4613.17,4514.31,208.48,4722.79,147.59,-3.09,0.02,39.95,Newcomer
330,USER_0330,477,238,13,31,113,4906.27,4557.44,260.24,4817.68,155.41,-11.25,0.07,40.33,Newcomer
331,USER_0331,1429,140,135,3,8,245.53,241.57,24.99,266.56,88.85,-1.32,0.01,30.2,Sleep
332,USER_0332,1100,167,152,44,299,6683.63,6317.62,305.76,6623.38,150.53,-8.32,0.06,21.13,VIP
333,USER_0333,113,105,105,1,10,41.94,33.31,6.5,39.81,39.81,-8.63,0.22,3.33,Sleep
334,USER_0334,1387,361,12,37,152,6112.0,5865.36,271.32,6136.68,165.86,-6.67,0.04,38.59,Newcomer
335,USER_0335,1317,118,117,14,110,1417.12,1233.84,105.84,1339.68,95.69,-13.09,0.14,11.22,About to Sleep
336,USER_0336,589,70,70,1,2,261.8,261.8,19.99,281.79,281.79,0.0,0.0,130.9,Sleep
337,USER_0337,1205,363,363,7,16,1406.7800000000002,1357.76,45.5,1403.26,200.47,-7.0,0.03,84.86,About to Sleep
338,USER_0338,876,42,42,23,272,4424.54,4191.42,183.13,4374.55,190.2,-10.14,0.05,15.41,Newcomer
339,USER_0339,736,41,41,19,471,2868.06,2679.84,154.5,2834.34,149.18,-9.91,0.07,5.69,Need Attention
340,USER_0340,771,349,153,48,272,7805.93,7367.79,435.09,7802.88,162.56,-9.13,0.06,27.09,VIP
341,USER_0341,1457,10,9,30,50,5152.19,4650.47,199.99,4850.46,161.68,-16.72,0.1,93.01,Newcomer
342,USER_0342,71,20,20,5,19,1046.33,1045.1,32.0,1077.1,215.42,-0.25,0.0,55.01,About to Sleep
343,USER_0343,225,83,82,42,500,9102.18,8825.73,362.93,9188.66,218.78,-6.58,0.03,17.65,VIP
344,USER_0344,701,363,363,1,1,169.08,169.08,6.5,175.58,175.58,0.0,0.0,169.08,Sleep
345,USER_0345,953,365,365,1,1,1.46,1.46,6.5,7.96,7.96,0.0,0.0,1.46,Sleep
346,USER_0346,659,152,152,1,1,3.29,3.29,6.0,9.29,9.29,0.0,0.0,3.29,Sleep
347,USER_0347,260,59,59,5,89,1062.09,957.81,40.85,998.66,199.73,-20.86,0.1,10.76,About to Sleep
348,USER_0348,225,287,202,8,46,1846.75,1692.52,55.49,1748.01,218.5,-19.28,0.09,36.79,Need Attention
349,USER_0349,1464,361,146,18,60,2264.51,2191.65,151.63,2343.28,130.18,-4.05,0.03,36.53,Need Attention
350,USER_0350,435,156,155,29,98,4431.27,4358.09,188.49,4546.58,156.78,-2.52,0.02,44.47,Newcomer
351,USER_0351,911,363,138,37,206,5709.16,5108.55,400.12,5508.67,148.88,-16.23,0.11,24.8,Newcomer
352,USER_0352,659,285,88,21,100,3717.36,3383.9700000000003,163.46,3547.4300000000003,168.93,-15.88,0.09,33.84,Newcomer
353,USER_0353,260,352,19,47,80,7479.39,7008.61,330.52,7339.13,156.15,-10.02,0.06,87.61,VIP
354,USER_0354,547,118,118,22,80,3502.01,3172.51,232.81,3405.32,154.79,-14.98,0.1,39.66,Need Attention
355,USER_0355,953,133,24,4,6,311.34000000000003,235.96,25.0,260.96000000000004,65.24,-18.85,0.29,39.33,Sleep
356,USER_0356,701,284,284,2,29,400.51,340.75,73.78,414.53,207.26,-29.88,0.14,11.75,Sleep
357,USER_0357,1135,245,245,5,8,417.57,405.16,30.0,435.16,87.03,-2.48,0.03,50.64,Sleep
358,USER_0358,1128,336,82,67,348,10755.55,10299.92,589.01,10888.93,162.52,-6.8,0.04,29.6,VVIP
359,USER_0359,841,14,14,23,60,3574.6,3205.42,193.44,3398.86,147.78,-16.05,0.11,53.42,Need Attention
360,USER_0360,1240,225,26,11,48,1326.27,1167.44,89.49,1256.93,114.27,-14.44,0.13,24.32,About to Sleep
361,USER_0361,1065,281,281,4,12,1392.28,1163.03,28.2,1191.23,297.81,-57.31,0.19,96.92,About to Sleep
362,USER_0362,1065,72,71,31,85,8921.980000000001,8687.33,188.7,8876.03,286.32,-7.57,0.03,102.2,VIP
363,USER_0363,435,171,171,2,10,143.81,138.63,12.0,150.63,75.32,-2.59,0.03,13.86,Sleep
364,USER_0364,260,81,13,15,150,3271.6400000000003,3149.67,186.62,3336.29,222.42,-8.13,0.04,21.0,Need Attention
365,USER_0365,1317,19,19,9,12,952.95,793.48,57.5,850.98,94.55,-17.72,0.19,66.12,About to Sleep
366,USER_0366,1163,203,203,1,1,20.05,14.04,6.0,20.04,20.04,-6.01,0.3,14.04,Sleep
367,USER_0367,1135,319,319,2,3,346.67,346.67,13.0,359.67,179.84,0.0,0.0,115.56,Sleep
368,USER_0368,183,63,63,5,120,1243.55,1202.51,30.0,1232.51,246.5,-8.21,0.03,10.02,About to Sleep
369,USER_0369,183,325,324,35,185,7138.4,6700.87,277.08,6977.950000000001,199.37,-12.5,0.06,36.22,VIP
370,USER_0370,183,279,13,18,562,7683.79,7311.23,399.89,7711.120000000001,428.4,-20.7,0.05,13.01,VIP
371,USER_0371,148,213,213,8,210,1345.18,1260.8,92.69,1353.49,169.19,-10.55,0.06,6.0,About to Sleep
372,USER_0372,1135,269,269,1,15,52.64,47.38,85.01,132.39,132.39,-5.26,0.04,3.16,Sleep
373,USER_0373,1387,264,22,24,144,3176.13,2920.6600000000003,221.16,3141.82,130.91,-10.64,0.08,20.28,Need Attention
374,USER_0374,1429,110,109,16,72,2614.69,2474.95,130.22,2605.17,162.82,-8.73,0.05,34.37,Need Attention
375,USER_0375,1023,133,119,18,84,3720.04,3457.9100000000003,140.06,3597.9700000000003,199.89,-14.56,0.07,41.17,Newcomer
376,USER_0376,225,187,35,40,729,13537.88,12765.61,357.81,13123.42,328.09,-19.31,0.06,17.51,VVIP
377,USER_0377,547,12,12,16,33,3534.5,3244.12,142.96,3387.08,211.69,-18.15,0.09,98.31,Need Attention
378,USER_0378,729,17,17,3,7,395.71,339.24,32.989999999999995,372.23,124.08,-18.82,0.15,48.46,Sleep
379,USER_0379,1205,193,193,10,81,1045.3,1011.83,66.99,1078.82,107.88,-3.35,0.03,12.49,About to Sleep
380,USER_0380,1240,284,284,5,27,1267.09,1100.11,93.28,1193.39,238.68,-33.4,0.14,40.74,About to Sleep
381,USER_0381,736,28,28,7,25,2254.37,2166.59,45.0,2211.59,315.94,-12.54,0.04,86.66,Need Attention
382,USER_0382,1093,109,109,1,10,41.3,28.91,6.0,34.91,34.91,-12.39,0.35,2.89,Sleep
383,USER_0383,988,202,59,8,141,1665.38,1488.21,100.26,1588.47,198.56,-22.15,0.11,10.55,Need Attention
384,USER_0384,512,19,19,6,11,820.9,762.54,44.49,807.03,134.5,-9.73,0.07,69.32,About to Sleep
385,USER_0385,771,108,108,2,122,375.94,340.63,12.0,352.63,176.32,-17.66,0.1,2.79,Sleep
386,USER_0386,372,75,75,8,22,730.17,678.75,70.18,748.93,93.62,-6.43,0.07,30.85,About to Sleep
387,USER_0387,953,6,5,14,131,3451.46,3097.84,89.5,3187.34,227.67,-25.26,0.11,23.65,Need Attention
388,USER_0388,407,171,171,3,27,344.0,343.63,34.58,378.21,126.07,-0.12,0.0,12.73,Sleep
389,USER_0389,701,110,88,2,157,3134.11,3134.11,12.0,3146.11,1573.06,0.0,0.0,19.96,Need Attention
390,USER_0390,1093,26,20,10,14,1535.58,1260.08,73.61,1333.69,133.37,-27.55,0.21,90.01,About to Sleep
391,USER_0391,1163,349,326,9,17,984.73,963.57,70.47,1034.04,114.89,-2.35,0.02,56.68,About to Sleep
392,USER_0392,337,224,224,2,3,162.2,144.82,12.0,156.82,78.41,-8.69,0.11,48.27,Sleep
393,USER_0393,512,172,172,1,1,8.5,8.5,6.0,14.5,14.5,0.0,0.0,8.5,Sleep
394,USER_0394,736,337,337,4,5,510.91,493.86,26.0,519.86,129.96,-4.26,0.03,98.77,Sleep
395,USER_0395,1163,236,236,7,30,1116.49,1050.48,42.0,1092.48,156.07,-9.43,0.06,35.02,About to Sleep
396,USER_0396,1240,288,6,16,371,4463.860000000001,4092.66,312.18,4404.84,275.3,-23.2,0.08,11.03,Newcomer
397,USER_0397,477,255,89,18,251,2957.94,2848.39,209.89,3058.28,169.9,-6.09,0.04,11.35,Need Attention
398,USER_0398,400,259,112,30,180,4589.03,4309.63,215.62,4525.25,150.84,-9.31,0.06,23.94,Newcomer
399,USER_0399,953,279,110,18,561,11915.3,10299.15,164.5,10463.65,581.31,-89.79,0.15,18.36,VVIP
400,USER_0400,1100,268,105,4,11,121.05,119.61,26.0,145.61,36.4,-0.36,0.01,10.87,Sleep
401,USER_0401,1492,127,127,3,25,451.65,403.81,27.72,431.53,143.84,-15.95,0.11,16.15,Sleep
402,USER_0402,1457,233,90,20,45,3409.7200000000003,3208.72,150.15,3358.87,167.94,-10.05,0.06,71.3,Need Attention
403,USER_0403,372,357,357,6,63,1086.51,1061.6,184.74,1246.34,207.72,-4.15,0.02,16.85,About to Sleep
404,USER_0404,113,30,30,4,12,772.0699999999999,559.05,25.5,584.55,146.14,-53.26,0.36,46.59,Sleep
405,USER_0405,1275,188,188,16,53,1675.05,1526.06,116.98,1643.04,102.69,-9.31,0.09,28.79,Need Attention
406,USER_0406,183,267,266,17,322,4678.93,4563.59,308.13,4871.72,286.57,-6.78,0.02,14.17,Newcomer
407,USER_0407,547,337,98,21,160,3600.6000000000004,3130.79,164.46,3295.25,156.92,-22.37,0.14,19.57,Need Attention
408,USER_0408,1527,278,171,19,239,4648.89,4361.05,152.69,4513.74,237.57,-15.15,0.06,18.25,Newcomer
409,USER_0409,729,249,249,16,71,1537.3,1429.88,158.42,1588.3,99.27,-6.71,0.07,20.14,About to Sleep
410,USER_0410,372,130,40,38,333,8263.02,7716.55,338.81,8055.36,211.98,-14.38,0.07,23.17,VIP
411,USER_0411,1492,16,15,45,72,8098.93,7638.65,341.9,7980.55,177.35,-10.23,0.06,106.09,VIP
412,USER_0412,435,362,159,4,8,134.53,125.09,31.49,156.58,39.15,-2.36,0.06,15.64,Sleep
413,USER_0413,372,349,153,4,97,290.82,275.81,42.85,318.66,79.66,-3.75,0.05,2.84,Sleep
414,USER_0414,1429,65,64,57,271,12124.09,11873.94,387.16,12261.1,215.11,-4.39,0.02,43.82,VVIP
415,USER_0415,225,273,41,24,77,4096.15,4007.79,181.26,4189.05,174.54,-3.68,0.02,52.05,Newcomer
416,USER_0416,1205,221,215,23,132,3444.19,3184.52,182.31,3366.83,146.38,-11.29,0.08,24.13,Need Attention
417,USER_0417,736,345,65,25,346,4231.82,3997.77,263.24,4261.01,170.44,-9.36,0.05,11.55,Newcomer
418,USER_0418,589,244,95,33,232,5896.41,5245.67,239.95,5485.62,166.23,-19.72,0.12,22.61,Newcomer
419,USER_0419,1023,82,82,10,254,2385.11,2314.46,85.42,2399.88,239.99,-7.07,0.03,9.11,Need Attention
420,USER_0420,260,357,357,3,140,1435.4,1428.98,229.25,1658.23,552.74,-2.14,0.0,10.21,About to Sleep
421,USER_0421,1492,305,305,24,262,6060.91,5607.78,202.08,5809.86,242.08,-18.88,0.08,21.4,Newcomer
422,USER_0422,988,251,251,19,30,2689.4100000000003,2576.73,121.49,2698.2200000000003,142.01,-5.93,0.04,85.89,Need Attention
423,USER_0423,1275,332,175,44,664,7572.0,7206.56,445.15,7651.71,173.9,-8.31,0.05,10.85,VIP
424,USER_0424,183,298,14,73,691,13247.54,12234.88,598.9,12833.78,175.81,-13.87,0.08,17.71,VVIP
425,USER_0425,1205,90,90,51,358,10200.79,9778.56,552.93,10331.49,202.58,-8.28,0.04,27.31,VVIP
426,USER_0426,1023,103,103,1,1,15.58,15.58,6.0,21.58,21.58,0.0,0.0,15.58,Sleep
427,USER_0427,1275,349,89,26,194,3053.69,2946.99,213.29,3160.28,121.55,-4.1,0.03,15.19,Need Attention
428,USER_0428,1023,179,119,34,383,7062.56,6605.92,256.54,6862.46,201.84,-13.43,0.07,17.25,VIP
429,USER_0429,764,112,112,1,4,146.29,133.9,6.0,139.9,139.9,-12.39,0.09,33.48,Sleep
430,USER_0430,407,246,178,9,48,1167.44,1127.01,92.06,1219.0700000000002,135.45,-4.49,0.03,23.48,About to Sleep
431,USER_0431,771,179,27,7,43,666.2900000000001,577.98,81.82,659.8,94.26,-12.62,0.13,13.44,Sleep
432,USER_0432,589,127,127,5,15,1204.89,1147.19,37.99,1185.18,237.04,-11.54,0.05,76.48,About to Sleep
433,USER_0433,295,177,177,1,1,17.92,17.92,6.0,23.92,23.92,0.0,0.0,17.92,Sleep
434,USER_0434,547,20,20,13,27,2273.98,2198.94,90.49,2289.43,176.11,-5.77,0.03,81.44,Need Attention
435,USER_0435,1527,76,76,41,180,11487.19,11181.15,359.06,11540.21,281.47,-7.46,0.03,62.12,VVIP
436,USER_0436,1023,45,14,11,46,2253.16,2012.91,67.5,2080.41,189.13,-21.84,0.12,43.76,Need Attention
437,USER_0437,701,349,114,36,199,5626.4800000000005,5383.2,409.66,5792.86,160.91,-6.76,0.04,27.05,Newcomer
438,USER_0438,701,351,351,21,40,3948.44,3803.7,173.13,3976.83,189.37,-6.89,0.04,95.09,Newcomer
439,USER_0439,911,187,46,31,579,11660.28,11131.29,217.91,11349.2,366.1,-17.06,0.05,19.23,VVIP
440,USER_0440,1457,212,212,6,13,789.7,729.77,42.99,772.76,128.79,-9.99,0.08,56.14,About to Sleep
441,USER_0441,183,337,14,43,112,9170.34,7988.31,440.62,8428.93,196.02,-27.49,0.14,71.32,VIP
442,USER_0442,400,242,242,22,134,2651.42,2559.68,152.03,2711.71,123.26,-4.17,0.03,19.1,Need Attention
443,USER_0443,1275,312,312,13,89,2765.53,2620.47,244.74,2865.21,220.4,-11.16,0.05,29.44,Need Attention
444,USER_0444,911,129,129,7,175,1256.68,1218.51,108.53,1327.04,189.58,-5.45,0.03,6.96,About to Sleep
445,USER_0445,1128,123,88,7,64,1845.15,1761.48,61.07,1822.55,260.36,-11.95,0.05,27.52,Need Attention
446,USER_0446,400,287,114,8,15,468.75,432.68,57.91,490.59,61.32,-4.51,0.07,28.85,Sleep
447,USER_0447,407,343,16,41,1669,23063.2,22140.1,622.12,22762.22,555.18,-22.51,0.04,13.27,VVIP
448,USER_0448,624,130,130,1,12,116.11,116.11,6.0,122.11,122.11,0.0,0.0,9.68,Sleep
449,USER_0449,1527,19,19,8,57,1427.63,1257.67,60.11,1317.78,164.72,-21.25,0.13,22.06,About to Sleep
450,USER_0450,260,301,67,26,357,5200.5,4967.67,386.17,5353.84,205.92,-8.95,0.04,13.92,Newcomer
451,USER_0451,624,5,5,20,52,4635.92,4096.64,149.48,4246.12,212.31,-26.96,0.13,78.78,Newcomer
452,USER_0452,365,207,207,3,6,354.16,350.21000000000004,18.0,368.21,122.74,-1.32,0.01,58.37,Sleep
453,USER_0453,799,259,259,9,61,1633.06,1598.3200000000002,74.93,1673.25,185.92,-3.86,0.02,26.2,Need Attention
454,USER_0454,729,224,224,1,2,327.8,327.8,6.0,333.8,333.8,0.0,0.0,163.9,Sleep
455,USER_0455,911,135,135,8,332,2593.41,2526.2,90.59,2616.79,327.1,-8.4,0.03,7.61,Need Attention
456,USER_0456,589,331,167,17,53,3595.3900000000003,3459.29,116.19,3575.48,210.32,-8.01,0.04,65.27,Need Attention
457,USER_0457,764,335,335,2,5,73.23,69.3,13.0,82.3,41.15,-1.97,0.05,13.86,Sleep
458,USER_0458,911,289,41,30,244,3322.08,3163.32,321.41,3484.73,116.16,-5.29,0.05,12.96,Need Attention
459,USER_0459,372,271,23,11,48,944.94,914.62,89.01,1003.63,91.24,-2.76,0.03,19.05,About to Sleep
460,USER_0460,624,193,193,9,12,1027.78,980.44,67.98,1048.42,116.49,-5.26,0.05,81.7,About to Sleep
461,USER_0461,1205,166,166,10,266,1911.65,1883.39,239.26,2122.65,212.26,-2.83,0.01,7.08,Need Attention
